Epoch	TrainLoss	ValAcc	Time
92	2.2457769	71.364	244.87
93	2.2304134	71.742	245.99
94	4.4179144	71.384	245.34
95	4.4642553	71.668	245.80
96	3.1377811	71.992	246.38
97	3.9907646	72.006	246.02
98	2.2563164	71.920	245.69
99	2.9668841	72.066	246.39
100	3.1501369	72.096	246.25
101	2.5867863	72.244	245.89
102	3.7927086	72.130	245.19
103	2.1947708	72.280	246.25
104	4.1418891	72.040	246.16
105	3.7753725	72.546	246.79
106	3.8002374	72.522	245.77
107	3.0617690	72.582	245.07
108	2.4196255	72.668	245.63
109	3.6096804	72.856	245.59
110	3.5477726	72.538	244.88
111	2.4257934	72.550	244.55
112	2.1949189	72.810	245.84
113	3.8579979	72.804	245.14
114	2.8501689	72.848	245.39
115	4.0567889	73.006	246.23
116	2.8855217	73.050	246.51
117	2.4135153	73.056	245.97
118	2.3557608	73.226	245.92
119	2.0994840	73.240	245.22
120	3.9978056	73.392	245.36
121	3.8963966	73.340	245.51
122	3.1581111	73.294	244.93
123	4.3687758	73.558	245.95
124	4.1353087	73.590	245.81
125	2.5074604	73.456	244.99
126	3.9054644	73.428	245.41
127	3.0996757	73.784	245.80
128	3.3934770	73.566	244.86
129	4.4292293	73.814	245.21
130	3.8709321	73.760	244.68
131	2.6861141	73.678	244.53
132	3.6360300	73.888	245.26
133	3.6830850	73.792	244.93
134	3.5111647	73.946	246.33
135	2.9225543	74.024	245.63
136	3.6093209	74.086	245.56
137	2.1155515	74.186	245.27
138	3.7676311	74.162	244.56
139	2.1701176	74.226	245.25
140	3.8005855	74.222	244.11
141	3.7889922	74.148	244.52
142	3.3207812	74.252	244.77
143	3.2644904	74.404	245.32
144	2.8478291	74.206	244.79
145	3.1438458	74.496	246.23
146	2.3848822	74.332	244.62
147	3.8813963	74.318	245.88
148	3.2856224	74.370	245.01
149	2.2839794	74.512	245.64
150	2.2201886	74.694	244.98
151	2.7455409	74.582	244.01
152	2.0832150	74.586	244.68
153	2.2225528	74.550	244.61
154	2.2841837	74.870	245.18
155	3.4374273	74.802	244.90
156	4.0434508	74.602	245.22
157	2.5506938	74.434	245.26
158	2.0361793	74.762	244.49
159	3.5607710	74.776	244.43
160	3.8940525	74.874	244.56
161	2.9179628	74.956	244.92
162	3.4837642	74.760	244.49
163	3.7125430	75.030	246.27
164	3.6408968	75.090	245.75
165	3.7359331	74.816	244.01
166	3.7468076	75.136	244.85
167	3.0384443	75.216	244.80
168	3.8661876	75.160	244.84
169	3.1608024	75.246	245.49
170	2.1014574	75.264	244.80
171	3.5211332	75.258	244.86
172	2.8439503	75.328	246.70
173	2.3582783	75.304	244.70
174	2.6220279	75.392	245.08
175	2.1937587	75.456	245.62
176	3.8115447	75.460	244.89
177	3.2104058	75.672	244.74
178	2.0797722	75.556	244.02
179	3.5885167	75.528	244.43
180	3.6078157	75.616	244.77
181	3.3474307	75.576	244.79
182	3.6572113	75.638	244.49
183	2.9829886	75.570	243.95
184	3.6506815	75.658	244.49
185	2.1712515	75.552	244.53
186	3.7752252	75.634	244.44
187	3.1096587	75.614	245.13
188	2.3301191	75.738	245.51
189	4.1499767	75.858	245.59
190	2.8739951	75.696	244.18
191	2.2257247	75.700	244.31
192	2.1500735	75.870	245.53
193	2.1264000	75.824	245.03
194	2.3043313	75.864	244.31
195	3.2006030	76.024	244.76
196	2.9928765	75.986	244.06
197	3.5078619	75.856	244.28
198	2.7772119	76.034	245.31
199	3.8809154	75.908	243.99
200	2.1862886	76.012	244.48
201	2.9606817	75.982	244.69
202	3.0753667	76.074	244.53
203	1.9373860	76.182	244.58
204	2.1062891	76.142	243.99
205	3.6563537	76.198	244.66
206	2.9995513	76.260	245.36
207	3.6366363	76.210	245.30
208	3.0228679	76.140	244.73
209	4.0960407	76.342	244.64
210	2.3210638	76.106	244.17
211	3.8212180	76.324	244.14
212	2.0407107	76.246	244.20
213	2.1270638	76.220	244.93
214	2.0632207	76.314	244.84
215	3.3607857	76.116	245.09
216	2.1443720	76.194	244.25
217	3.7168787	76.364	244.55
218	2.0836170	76.296	244.08
219	3.5704658	76.438	244.80
220	3.8745627	76.364	244.01
221	2.6759892	76.396	244.10
222	2.8165910	76.418	244.00
223	2.1567609	76.434	244.04
224	3.6077206	76.370	244.21
225	3.8275111	76.542	245.09
226	3.2436030	76.388	244.54
227	3.3721473	76.474	245.37
228	3.1272945	76.524	244.58
229	2.9156384	76.578	244.70
230	3.0166507	76.638	244.54
231	3.1672873	76.630	243.97
232	2.1229389	76.680	244.71
233	3.2412822	76.434	244.02
234	2.1365643	76.766	244.78
235	3.4027400	76.576	245.17
236	3.8315239	76.708	244.28
237	2.0460701	76.746	244.21
238	3.4292927	76.710	244.26
239	2.2835066	76.606	244.08
240	4.0603924	76.814	244.95
241	2.1306331	76.822	245.51
242	1.8649318	76.734	245.37
243	2.8733382	76.724	244.32
244	3.2149894	76.838	244.82
245	2.3166220	76.820	244.07
246	3.1986911	76.846	244.92
247	3.3035626	76.770	244.07
248	2.6491613	76.830	244.03
249	3.2597017	76.846	244.01
250	3.6347036	76.688	244.87
251	2.9713097	76.816	244.89
252	3.9876978	76.838	244.14
253	1.9231763	76.836	244.23
254	2.4373772	76.966	244.81
255	3.1449907	76.860	244.82
256	2.1300387	76.916	244.30
257	3.5055707	76.926	245.11
258	2.0727973	76.848	244.34
259	4.0060310	76.938	244.69
260	2.9902952	76.940	244.13
261	3.8072238	77.004	245.24
262	1.8793073	76.984	244.05
263	1.9539708	77.024	244.75
264	2.7833338	76.952	244.55
265	4.1066976	76.950	244.03
266	3.3699639	76.988	245.20
267	3.4509356	76.940	244.36
268	3.7051687	77.000	244.56
269	3.3536425	76.946	244.03
270	2.6764257	77.014	245.85
271	3.6695638	76.884	246.26
272	2.4413230	77.016	244.63
273	1.9076222	76.936	244.07
274	2.9118776	76.940	244.03
275	3.2227519	77.030	244.59
276	2.6179762	76.972	244.13
277	2.0002587	76.986	244.00
278	2.5227025	76.968	244.29
279	2.4903405	76.990	244.45
280	2.2570868	77.046	245.26
281	3.1589632	77.012	244.29
282	1.9343009	76.996	245.44
283	3.0746372	77.046	245.80
284	3.4849210	77.044	244.85
285	3.6251647	77.052	245.37
286	3.3395929	77.040	245.37
287	2.0770411	77.050	245.78
288	3.3058488	77.060	244.97
289	1.9778686	77.082	244.59
290	3.0317073	77.068	244.08
291	3.8478951	77.038	244.69
292	3.5226345	77.062	245.63
293	1.9524058	77.092	245.84
294	3.3157492	77.064	245.05
295	3.3094590	77.068	245.28
296	3.6425755	77.040	244.56
297	2.4459684	77.036	244.09
298	2.1940069	77.038	244.00
299	4.0339141	77.050	244.01
300	3.2819777	77.068	244.78
